"MGI_Symbol"	"SRR8867570"	"SRR8867571"	"SRR8867572"	"SRR12554274"	"SRR12554275"	"SRR12554276"	"SRR3143894"	"SRR3143897"	"SRR11294120"	"SRR11294121"	"SRR11294122"	"SRR5809472"	"SRR5809473"	"SRR5809474"	"SRR5809475"	"SRR6910771"	"SRR6910772"	"SRR6910773"	"SRR5809464"	"SRR5809465"	"SRR5809466"	"SRR5809467"	"SRR6910774"	"SRR6910775"	"SRR6910776"	"SRR12554271"	"SRR12554272"	"SRR12554273"
"Myof"	236.612273146691	170.262925471045	133.996406699435	183.429724363036	167.431696685374	204.211221221568	20.1025270648946	12.9925580820021	21.0475383807216	8.05556733594286	15.4179653824209	14755.0084166843	19029.9696905992	4912.53682430238	18084.6019820975	12488.975149771	21097.0349212381	17802.8050578169	4.67215129771	0	0	0	1.81148434163509	3.28356306012145	2.82276966083271	0	0	2.62170421019517
"Mapk12"	59.4627702148751	63.848597051642	39.4107078527751	16.6980863210916	83.4221085239406	66.118567444498	17874.3374380031	22314.9041138113	17382.8193142922	31664.4213057574	30673.7934514653	54.1219932753206	44.7613534389094	30.4496084150974	32.0648971313786	36.8850450448303	30.1795239675856	36.3875554562903	4200.26401664129	4874.03789875058	7419.61338517291	6948.5206568304	4844.81487170305	6814.21424051704	2211.16956765229	5778.00881009575	5258.60068934036	5835.53904272156
"Fn1"	36708.9695498393	50323.7028554959	51504.8688250955	54216.4432580638	41177.0352714896	40666.090717764	42.7577559792995	53.4550961088088	55.8004505907502	70.4862141895001	59.6824466416291	317.966710492509	351.696348448574	385.695039924567	665.346615476106	403.477227429164	310.307413102611	317.423356108064	14.01645389313	10.7476028638381	15.7306290851722	36.0649861081163	20.8320699288035	15.5969245355769	8.46830898249814	0.374150670860309	21.4109638356132	13.4830502238609
"Ect2"	186.44056077789	168.795141630778	138.922745181032	213.336744639618	155.975843754269	141.020413221107	470.016228041106	586.521193416096	810.0854888394	631.858562913019	801.236846163871	162.365979825962	319.723953135067	30.4496084150974	240.486728485339	130.979547710214	102.919915068946	166.453711129838	228.93541358779	123.597432934138	94.3837745110335	150.270775450484	220.095347508663	191.267548252074	152.429561684967	150.408569685844	168.568858134351	158.425840130365
"Rnd3"	642.941202948337	812.418355588134	1109.41142605562	761.881341545927	864.182546751526	831.239702152785	267.395518736216	173.729062353629	253.05993820542	233.107979783847	304.877831594322	20.2957474782452	31.9723953135067	0	24.0486728485339	6.02204817058454	5.41683763520768	10.838846306129	56.06581557252	53.7380143191905	94.3837745110335	30.0541550900969	67.9306628113159	77.1637319128541	114.792632873864	64.3539153879732	69.6705966079476	70.7860136752695
"Aif1l"	278.112331525822	162.924006269707	103.453108113535	99.1916172506637	230.879497534568	229.097176495881	1829.3299629054	1744.34372649509	1696.04001137675	3326.9493097444	2850.83153458182	1461.29381843366	6509.57968582996	2811.51384366066	3895.8850014625	3967.02423237257	1660.6476521651	2365.19110465887	270.98477526718	209.578255844843	372.291555015743	318.574043955027	423.887335942611	472.833080657489	283.217889303549	319.150522243844	366.365381187159	283.144054701078
"Clu"	3775.26650478817	1583.00487172864	1686.77829609877	3045.53156483194	2106.4082402295	2182.40068557577	1606.28763880443	2158.62072133835	3490.95450537921	1811.49570467015	2568.33462047811	473.567441159055	1048.69456628302	345.095562037771	777.573755435931	1103.54032725962	581.149294862995	602.330173297741	228.93541358779	290.185277323629	466.675329526777	324.584874973046	226.435542704386	365.296390438511	238.994497950503	317.653919560402	307.570194781427	317.226209433615
"Thbs1"	978.65809311982	951.123928493425	929.107437629173	1237.90141428152	838.6271825206	794.886689055995	11.1680705916081	11.878910246402	17.1317172866338	17.621553547375	15.9153191044344	87.948239072396	102.311665003221	0	40.0811214142232	51.1874094499686	21.6673505408307	55.7426381458063	4.67215129771	0	0	0	3.62296868327018	9.02979841533399	1.88184644055514	4.1156573794634	4.75799196346959	0.374529172885024
"Htra3"	284.925773946277	111.55157186034	139.908012877352	275.393811713526	149.513567741851	141.752353082116	133.697759368108	56.7960396156093	183.064636148601	79.0452544839394	115.38606350715	13.5304983188302	95.9171859405201	10.1498694716991	80.1622428284465	25.5937047249843	17.7981808013967	38.7101653790322	14.01645389313	5.37380143191905	5.24354302839075	6.01083101801938	9.963163878993	21.3431598907894	7.52738576222057	8.2313147589268	6.11741823874662	13.4830502238609
"Cbs"	72.4702511993791	92.4703819368608	114.291052773048	65.7954446084804	103.690156017433	97.5919814678938	103.384424905172	125.099773532421	136.074783019549	154.062725299907	144.729933105951	54.1219932753206	127.889581254027	10.1498694716991	48.0973456970679	69.2535539617222	41.7870331858878	70.4525009898386	14.01645389313	37.6166100234334	31.4612581703445	30.0541550900969	19.0205855871684	26.2685044809716	23.5230805069393	22.4490402516185	21.0711072667939	24.3443962375266
"Kif11"	613.829221697305	397.035528792394	414.797700150458	383.806760216136	556.343216705435	506.258403864699	1380.37352512276	1636.31988644187	2139.01727264542	1986.70429422691	1816.33579279358	595.341926028527	1067.87800347112	405.994778867966	865.752222547222	1113.32615553682	612.876486726354	734.718938894031	280.3290778626	360.044695938577	298.881952618273	240.433240720775	247.26761263319	364.475499673481	159.01602422691	298.946386017387	291.257079478103	270.035533650102
"Plod2"	1964.12962866009	1563.92368180516	1416.81494730727	2069.3165779705	1420.23202363821	1550.73658552483	30.3133344629362	31.9245712872052	27.4107476586141	38.767417804225	40.2856514830997	13.5304983188302	31.9723953135067	0	16.0324485656893	17.3133884904306	7.73833947886811	18.5808793819354	0	0	10.4870860567815	12.0216620360388	5.43445302490527	8.20890765030362	4.70461610138786	7.10886274634587	5.43770510110811	2.62170421019517
"Aurka"	39.0224429535118	49.9046505690995	71.9245418313146	33.6453978111548	58.747963749254	61.9709082321126	78.8146696036342	103.940464656017	121.39045391672	113.281415661697	155.174361268236	60.8872424347357	57.5503115643121	10.1498694716991	8.01622428284465	89.577966537445	23.9888523844911	35.6133521487096	9.34430259542001	26.8690071595953	31.4612581703445	24.0433240720775	11.7746482206281	14.7760337705465	6.586462541943	15.3401775052727	15.9732587345051	17.6028711255961
"Inhba"	79.2836936198335	78.5264354543183	41.3812432454139	72.2752990017399	64.0352804866868	71.7301063789019	998.744598620952	360.450682789259	570.241446826526	498.941701869961	546.59174049292	47.3567441159055	44.7613534389094	30.4496084150974	24.0486728485339	54.9511895565839	27.0841881760384	30.1939289956451	23.36075648855	80.6070214787858	62.922516340689	78.1408032342519	6.34019519572282	27.089395246002	16.9366179649963	36.29261507345	53.6973378734426	43.4453840546628
"C3"	1933.15943583985	2147.36775831154	214.788357797624	457.577410231705	2020.0487335181	1968.43026620742	30.3133344629362	33.0382191228054	44.542464945248	37.2569989287358	38.7935903170589	27.0609966376603	76.7337487524161	10.1498694716991	88.1784671112911	162.595300605783	37.9178634464537	48.0006050699999	0	0	31.4612581703445	18.0324930540581	6.34019519572282	18.8804875956983	9.40923220277572	9.35376677150773	12.5746930463125	10.4868168407807
"Abcc12"	67.5150203481395	42.5657313677613	28.572763193262	67.2907956223095	36.1299977057912	45.1362914289009	74.347441366991	138.834763504823	65.1005256892086	211.962115526997	226.793297238191	690.055414260338	517.952804078809	274.046475735877	344.69764416232	770.822165834821	414.001162119444	548.135941767096	60.73796687023	16.1214042957572	5.24354302839075	6.01083101801938	6.34019519572282	16.4178153006072	0	12.3469721383902	15.2935455968666	16.4792836069411
